,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
3115,WEST BENGAL,Private,2001.0,General,6.0,339.0,36.0,PG,West Bengal
3116,ASSAM,Public,2001.0,General,42.0,324.0,4.0,PG,Assam
3117,BIHAR,Public,2001.0,General,64.0,209.0,5.0,PG,Bihar
3118,CHANDIGARH,Public,2001.0,General,0.0,55.0,6.0,PG,Chandigarh
3119,CHHATTISGARH,Public,2001.0,General,16.0,414.0,7.0,PG,Chhattisgarh
3120,NCT OF DELHI,Public,2001.0,General,190.0,95.0,10.0,PG,NCT of Delhi
3121,GOA,Public,2001.0,General,8.0,585.0,11.0,PG,Goa
3122,GUJARAT,Public,2001.0,General,54.0,474.0,12.0,PG,Gujarat
3123,HARYANA,Public,2001.0,General,36.0,70.0,13.0,PG,Haryana
3124,HIMACHAL PRADESH,Public,2001.0,General,0.0,30.0,14.0,PG,Himachal Pradesh
3125,JAMMU & KASHMIR,Public,2001.0,General,29.0,14.0,15.0,PG,Jammu & Kashmir
3126,JHARKHAND,Public,2001.0,General,12.0,355.0,16.0,PG,Jharkhand
3127,KARNATAKA,Public,2001.0,General,94.0,556.0,17.0,PG,Karnataka
3128,KERALA,Public,2001.0,General,18.0,598.0,18.0,PG,Kerala
3129,MADHYA PRADESH,Public,2001.0,General,113.0,465.0,20.0,PG,Madhya Pradesh
3130,MAHARASHTRA,Public,2001.0,General,260.0,522.0,21.0,PG,Maharashtra
3131,MANIPUR,Public,2001.0,General,24.0,275.0,22.0,PG,Manipur
3132,MEGHALAYA,Public,2001.0,General,0.0,294.0,23.0,PG,Meghalaya
3133,ODISHA,Public,2001.0,General,0.0,384.0,26.0,PG,Odisha
3134,PUDUCHERRY,Public,2001.0,General,40.0,636.0,27.0,PG,Puducherry
3135,PUNJAB,Public,2001.0,General,50.0,49.0,28.0,PG,Punjab
3136,RAJASTHAN,Public,2001.0,General,138.0,119.0,29.0,PG,Rajasthan
3137,TAMIL NADU,Public,2001.0,General,226.0,616.0,31.0,PG,Tamil Nadu
3138,UTTAR PRADESH,Public,2001.0,General,114.0,146.0,34.0,PG,Uttar Pradesh
3139,UTTARAKHAND,Public,2001.0,General,0.0,64.0,35.0,PG,Uttarakhand
3140,WEST BENGAL,Public,2001.0,General,126.0,339.0,36.0,PG,West Bengal
3141,ANDHRA PRADESH,Private,2018.0,General,204.0,553.0,2.0,PG,Andhra Pradesh
3142,BIHAR,Private,2018.0,General,35.0,209.0,5.0,PG,Bihar
3143,CHHATTISGARH,Private,2018.0,General,0.0,414.0,7.0,PG,Chhattisgarh
3144,NCT OF DELHI,Private,2018.0,General,0.0,95.0,10.0,PG,NCT of Delhi
3145,GUJARAT,Private,2018.0,General,65.0,474.0,12.0,PG,Gujarat
3146,HARYANA,Private,2018.0,General,58.0,70.0,13.0,PG,Haryana
3147,HIMACHAL PRADESH,Private,2018.0,General,0.0,30.0,14.0,PG,Himachal Pradesh
3148,JAMMU & KASHMIR,Private,2018.0,General,8.0,14.0,15.0,PG,Jammu & Kashmir
3149,KARNATAKA,Private,2018.0,General,491.0,556.0,17.0,PG,Karnataka
3150,KERALA,Private,2018.0,General,65.0,598.0,18.0,PG,Kerala
3151,MADHYA PRADESH,Private,2018.0,General,71.0,465.0,20.0,PG,Madhya Pradesh
3152,MAHARASHTRA,Private,2018.0,General,297.0,522.0,21.0,PG,Maharashtra
3153,ODISHA,Private,2018.0,General,52.0,384.0,26.0,PG,Odisha
3154,PUDUCHERRY,Private,2018.0,General,77.0,636.0,27.0,PG,Puducherry
3155,PUNJAB,Private,2018.0,General,64.0,49.0,28.0,PG,Punjab
3156,RAJASTHAN,Private,2018.0,General,47.0,119.0,29.0,PG,Rajasthan
3157,SIKKIM,Private,2018.0,General,2.0,244.0,30.0,PG,Sikkim
3158,TAMIL NADU,Private,2018.0,General,161.0,616.0,31.0,PG,Tamil Nadu
3159,TELANGANA,Private,2018.0,General,146.0,532.0,32.0,PG,Telangana
3160,TRIPURA,Private,2018.0,General,2.0,291.0,33.0,PG,Tripura
3161,UTTAR PRADESH,Private,2018.0,General,110.0,146.0,34.0,PG,Uttar Pradesh
3162,UTTARAKHAND,Private,2018.0,General,39.0,64.0,35.0,PG,Uttarakhand
3163,WEST BENGAL,Private,2018.0,General,17.0,339.0,36.0,PG,West Bengal
3164,ANDAMAN & NICOBAR ISLAND,Public,2018.0,General,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3165,ANDHRA PRADESH,Public,2018.0,General,209.0,553.0,2.0,PG,Andhra Pradesh
3166,ASSAM,Public,2018.0,General,112.0,324.0,4.0,PG,Assam
3167,BIHAR,Public,2018.0,General,118.0,209.0,5.0,PG,Bihar
3168,CHANDIGARH,Public,2018.0,General,132.0,55.0,6.0,PG,Chandigarh
3169,CHHATTISGARH,Public,2018.0,General,31.0,414.0,7.0,PG,Chhattisgarh
3170,NCT OF DELHI,Public,2018.0,General,316.0,95.0,10.0,PG,NCT of Delhi
3171,GOA,Public,2018.0,General,20.0,585.0,11.0,PG,Goa
3172,GUJARAT,Public,2018.0,General,325.0,474.0,12.0,PG,Gujarat
3173,HARYANA,Public,2018.0,General,36.0,70.0,13.0,PG,Haryana
3174,HIMACHAL PRADESH,Public,2018.0,General,42.0,30.0,14.0,PG,Himachal Pradesh
3175,JAMMU & KASHMIR,Public,2018.0,General,107.0,14.0,15.0,PG,Jammu & Kashmir
3176,JHARKHAND,Public,2018.0,General,39.0,355.0,16.0,PG,Jharkhand
3177,KARNATAKA,Public,2018.0,General,178.0,556.0,17.0,PG,Karnataka
3178,KERALA,Public,2018.0,General,143.0,598.0,18.0,PG,Kerala
3179,MADHYA PRADESH,Public,2018.0,General,142.0,465.0,20.0,PG,Madhya Pradesh
3180,MAHARASHTRA,Public,2018.0,General,463.0,522.0,21.0,PG,Maharashtra
3181,MANIPUR,Public,2018.0,General,46.0,275.0,22.0,PG,Manipur
3182,MEGHALAYA,Public,2018.0,General,4.0,294.0,23.0,PG,Meghalaya
3183,ODISHA,Public,2018.0,General,116.0,384.0,26.0,PG,Odisha
3184,PUDUCHERRY,Public,2018.0,General,40.0,636.0,27.0,PG,Puducherry
3185,PUNJAB,Public,2018.0,General,82.0,49.0,28.0,PG,Punjab
3186,RAJASTHAN,Public,2018.0,General,231.0,119.0,29.0,PG,Rajasthan
3187,TAMIL NADU,Public,2018.0,General,446.0,616.0,31.0,PG,Tamil Nadu
3188,TELANGANA,Public,2018.0,General,154.0,532.0,32.0,PG,Telangana
3189,TRIPURA,Public,2018.0,General,6.0,291.0,33.0,PG,Tripura
3190,UTTAR PRADESH,Public,2018.0,General,250.0,146.0,34.0,PG,Uttar Pradesh
3191,UTTARAKHAND,Public,2018.0,General,21.0,64.0,35.0,PG,Uttarakhand
3192,WEST BENGAL,Public,2018.0,General,219.0,339.0,36.0,PG,West Bengal
3193,ASSAM,Both,2001.0,General,42.0,324.0,4.0,PG,Assam
3194,BIHAR,Both,2001.0,General,64.0,209.0,5.0,PG,Bihar
3195,CHANDIGARH,Both,2001.0,General,0.0,55.0,6.0,PG,Chandigarh
3196,CHHATTISGARH,Both,2001.0,General,16.0,414.0,7.0,PG,Chhattisgarh
3197,GOA,Both,2001.0,General,8.0,585.0,11.0,PG,Goa
3198,GUJARAT,Both,2001.0,General,62.0,474.0,12.0,PG,Gujarat
3199,HARYANA,Both,2001.0,General,38.0,70.0,13.0,PG,Haryana
3200,HIMACHAL PRADESH,Both,2001.0,General,0.0,30.0,14.0,PG,Himachal Pradesh
3201,JAMMU & KASHMIR,Both,2001.0,General,29.0,14.0,15.0,PG,Jammu & Kashmir
3202,JHARKHAND,Both,2001.0,General,12.0,355.0,16.0,PG,Jharkhand
3203,KARNATAKA,Both,2001.0,General,252.0,556.0,17.0,PG,Karnataka
3204,KERALA,Both,2001.0,General,18.0,598.0,18.0,PG,Kerala
3205,MADHYA PRADESH,Both,2001.0,General,124.0,465.0,20.0,PG,Madhya Pradesh
3206,MAHARASHTRA,Both,2001.0,General,299.0,522.0,21.0,PG,Maharashtra
3207,MANIPUR,Both,2001.0,General,24.0,275.0,22.0,PG,Manipur
3208,MEGHALAYA,Both,2001.0,General,0.0,294.0,23.0,PG,Meghalaya
3209,NCT OF DELHI,Both,2001.0,General,190.0,95.0,10.0,PG,NCT of Delhi
3210,ODISHA,Both,2001.0,General,0.0,384.0,26.0,PG,Odisha
3211,PUDUCHERRY,Both,2001.0,General,40.0,636.0,27.0,PG,Puducherry
3212,PUNJAB,Both,2001.0,General,82.0,49.0,28.0,PG,Punjab
3213,RAJASTHAN,Both,2001.0,General,146.0,119.0,29.0,PG,Rajasthan
3214,SIKKIM,Both,2001.0,General,0.0,244.0,30.0,PG,Sikkim
3215,TAMIL NADU,Both,2001.0,General,260.0,616.0,31.0,PG,Tamil Nadu
3216,UTTAR PRADESH,Both,2001.0,General,114.0,146.0,34.0,PG,Uttar Pradesh
3217,UTTARAKHAND,Both,2001.0,General,16.0,64.0,35.0,PG,Uttarakhand
3218,WEST BENGAL,Both,2001.0,General,132.0,339.0,36.0,PG,West Bengal
3219,ANDAMAN & NICOBAR ISLAND,Both,2018.0,General,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3220,ANDHRA PRADESH,Both,2018.0,General,413.0,553.0,2.0,PG,Andhra Pradesh
3221,ASSAM,Both,2018.0,General,112.0,324.0,4.0,PG,Assam
3222,BIHAR,Both,2018.0,General,153.0,209.0,5.0,PG,Bihar
3223,CHANDIGARH,Both,2018.0,General,132.0,55.0,6.0,PG,Chandigarh
3224,CHHATTISGARH,Both,2018.0,General,31.0,414.0,7.0,PG,Chhattisgarh
3225,GOA,Both,2018.0,General,20.0,585.0,11.0,PG,Goa
3226,GUJARAT,Both,2018.0,General,390.0,474.0,12.0,PG,Gujarat
3227,HARYANA,Both,2018.0,General,94.0,70.0,13.0,PG,Haryana
3228,HIMACHAL PRADESH,Both,2018.0,General,42.0,30.0,14.0,PG,Himachal Pradesh
3229,JAMMU & KASHMIR,Both,2018.0,General,115.0,14.0,15.0,PG,Jammu & Kashmir
3230,JHARKHAND,Both,2018.0,General,39.0,355.0,16.0,PG,Jharkhand
3231,KARNATAKA,Both,2018.0,General,669.0,556.0,17.0,PG,Karnataka
3232,KERALA,Both,2018.0,General,208.0,598.0,18.0,PG,Kerala
3233,MADHYA PRADESH,Both,2018.0,General,213.0,465.0,20.0,PG,Madhya Pradesh
3234,MAHARASHTRA,Both,2018.0,General,760.0,522.0,21.0,PG,Maharashtra
3235,MANIPUR,Both,2018.0,General,46.0,275.0,22.0,PG,Manipur
3236,MEGHALAYA,Both,2018.0,General,4.0,294.0,23.0,PG,Meghalaya
3237,NCT OF DELHI,Both,2018.0,General,316.0,95.0,10.0,PG,NCT of Delhi
3238,ODISHA,Both,2018.0,General,168.0,384.0,26.0,PG,Odisha
3239,PUDUCHERRY,Both,2018.0,General,117.0,636.0,27.0,PG,Puducherry
3240,PUNJAB,Both,2018.0,General,146.0,49.0,28.0,PG,Punjab
3241,RAJASTHAN,Both,2018.0,General,278.0,119.0,29.0,PG,Rajasthan
3242,SIKKIM,Both,2018.0,General,2.0,244.0,30.0,PG,Sikkim
3243,TAMIL NADU,Both,2018.0,General,607.0,616.0,31.0,PG,Tamil Nadu
3244,TELANGANA,Both,2018.0,General,300.0,532.0,32.0,PG,Telangana
3245,TRIPURA,Both,2018.0,General,8.0,291.0,33.0,PG,Tripura
3246,UTTAR PRADESH,Both,2018.0,General,360.0,146.0,34.0,PG,Uttar Pradesh
3247,UTTARAKHAND,Both,2018.0,General,60.0,64.0,35.0,PG,Uttarakhand
3248,WEST BENGAL,Both,2018.0,General,236.0,339.0,36.0,PG,West Bengal
3249,ANDHRA PRADESH,Private,2001.0,General,5.0,553.0,2.0,PG,Andhra Pradesh
3250,TELANGANA,Private,2001.0,General,5.0,,,PG,Telangana
3251,ANDHRA PRADESH,Public,2001.0,General,153.0,553.0,2.0,PG,Andhra Pradesh
3252,TELANGANA,Public,2001.0,General,153.0,,,PG,Telangana
3253,ANDHRA PRADESH,Both,2001.0,General,158.0,553.0,2.0,PG,Andhra Pradesh
3254,TELANGANA,Both,2001.0,General,158.0,,,PG,Telangana
3255,GUJARAT,Private,2001.0,Paediatrics,1.0,474.0,12.0,PG,Gujarat
3256,HARYANA,Private,2001.0,Paediatrics,0.0,70.0,13.0,PG,Haryana
3257,JAMMU & KASHMIR,Private,2001.0,Paediatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
3258,KARNATAKA,Private,2001.0,Paediatrics,41.0,556.0,17.0,PG,Karnataka
3259,KERALA,Private,2001.0,Paediatrics,1.0,598.0,18.0,PG,Kerala
3260,MADHYA PRADESH,Private,2001.0,Paediatrics,4.0,465.0,20.0,PG,Madhya Pradesh
3261,MAHARASHTRA,Private,2001.0,Paediatrics,1.0,522.0,21.0,PG,Maharashtra
3262,ODISHA,Private,2001.0,Paediatrics,0.0,384.0,26.0,PG,Odisha
3263,PUDUCHERRY,Private,2001.0,Paediatrics,0.0,636.0,27.0,PG,Puducherry
3264,PUNJAB,Private,2001.0,Paediatrics,8.0,49.0,28.0,PG,Punjab
3265,RAJASTHAN,Private,2001.0,Paediatrics,2.0,119.0,29.0,PG,Rajasthan
3266,SIKKIM,Private,2001.0,Paediatrics,0.0,244.0,30.0,PG,Sikkim
3267,TAMIL NADU,Private,2001.0,Paediatrics,12.0,616.0,31.0,PG,Tamil Nadu
3268,UTTAR PRADESH,Private,2001.0,Paediatrics,0.0,146.0,34.0,PG,Uttar Pradesh
3269,UTTARAKHAND,Private,2001.0,Paediatrics,2.0,64.0,35.0,PG,Uttarakhand
3270,WEST BENGAL,Private,2001.0,Paediatrics,2.0,339.0,36.0,PG,West Bengal
3271,ASSAM,Public,2001.0,Paediatrics,12.0,324.0,4.0,PG,Assam
3272,BIHAR,Public,2001.0,Paediatrics,17.0,209.0,5.0,PG,Bihar
3273,CHANDIGARH,Public,2001.0,Paediatrics,0.0,55.0,6.0,PG,Chandigarh
3274,CHHATTISGARH,Public,2001.0,Paediatrics,4.0,414.0,7.0,PG,Chhattisgarh
3275,NCT OF DELHI,Public,2001.0,Paediatrics,69.0,95.0,10.0,PG,NCT of Delhi
3276,GOA,Public,2001.0,Paediatrics,2.0,585.0,11.0,PG,Goa
3277,GUJARAT,Public,2001.0,Paediatrics,0.0,474.0,12.0,PG,Gujarat
3278,HARYANA,Public,2001.0,Paediatrics,5.0,70.0,13.0,PG,Haryana
3279,HIMACHAL PRADESH,Public,2001.0,Paediatrics,2.0,30.0,14.0,PG,Himachal Pradesh
3280,JAMMU & KASHMIR,Public,2001.0,Paediatrics,9.0,14.0,15.0,PG,Jammu & Kashmir
3281,JHARKHAND,Public,2001.0,Paediatrics,4.0,355.0,16.0,PG,Jharkhand
3282,KARNATAKA,Public,2001.0,Paediatrics,19.0,556.0,17.0,PG,Karnataka
3283,KERALA,Public,2001.0,Paediatrics,5.0,598.0,18.0,PG,Kerala
3284,MADHYA PRADESH,Public,2001.0,Paediatrics,28.0,465.0,20.0,PG,Madhya Pradesh
3285,MAHARASHTRA,Public,2001.0,Paediatrics,71.0,522.0,21.0,PG,Maharashtra
3286,MANIPUR,Public,2001.0,Paediatrics,0.0,275.0,22.0,PG,Manipur
3287,MEGHALAYA,Public,2001.0,Paediatrics,0.0,294.0,23.0,PG,Meghalaya
3288,ODISHA,Public,2001.0,Paediatrics,0.0,384.0,26.0,PG,Odisha
3289,PUDUCHERRY,Public,2001.0,Paediatrics,17.0,636.0,27.0,PG,Puducherry
3290,PUNJAB,Public,2001.0,Paediatrics,9.0,49.0,28.0,PG,Punjab
3291,RAJASTHAN,Public,2001.0,Paediatrics,45.0,119.0,29.0,PG,Rajasthan
3292,TAMIL NADU,Public,2001.0,Paediatrics,38.0,616.0,31.0,PG,Tamil Nadu
3293,UTTAR PRADESH,Public,2001.0,Paediatrics,33.0,146.0,34.0,PG,Uttar Pradesh
3294,UTTARAKHAND,Public,2001.0,Paediatrics,0.0,64.0,35.0,PG,Uttarakhand
3295,WEST BENGAL,Public,2001.0,Paediatrics,20.0,339.0,36.0,PG,West Bengal
3296,ANDHRA PRADESH,Private,2018.0,Paediatrics,52.0,553.0,2.0,PG,Andhra Pradesh
3297,BIHAR,Private,2018.0,Paediatrics,10.0,209.0,5.0,PG,Bihar
3298,CHHATTISGARH,Private,2018.0,Paediatrics,0.0,414.0,7.0,PG,Chhattisgarh
3299,NCT OF DELHI,Private,2018.0,Paediatrics,0.0,95.0,10.0,PG,NCT of Delhi
3300,GUJARAT,Private,2018.0,Paediatrics,26.0,474.0,12.0,PG,Gujarat
3301,HARYANA,Private,2018.0,Paediatrics,11.0,70.0,13.0,PG,Haryana
3302,HIMACHAL PRADESH,Private,2018.0,Paediatrics,0.0,30.0,14.0,PG,Himachal Pradesh
3303,JAMMU & KASHMIR,Private,2018.0,Paediatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
3304,KARNATAKA,Private,2018.0,Paediatrics,148.0,556.0,17.0,PG,Karnataka
3305,KERALA,Private,2018.0,Paediatrics,22.0,598.0,18.0,PG,Kerala
3306,MADHYA PRADESH,Private,2018.0,Paediatrics,17.0,465.0,20.0,PG,Madhya Pradesh
3307,MAHARASHTRA,Private,2018.0,Paediatrics,90.0,522.0,21.0,PG,Maharashtra
3308,ODISHA,Private,2018.0,Paediatrics,21.0,384.0,26.0,PG,Odisha
3309,PUDUCHERRY,Private,2018.0,Paediatrics,24.0,636.0,27.0,PG,Puducherry
3310,PUNJAB,Private,2018.0,Paediatrics,14.0,49.0,28.0,PG,Punjab
3311,RAJASTHAN,Private,2018.0,Paediatrics,18.0,119.0,29.0,PG,Rajasthan
3312,SIKKIM,Private,2018.0,Paediatrics,2.0,244.0,30.0,PG,Sikkim
3313,TAMIL NADU,Private,2018.0,Paediatrics,58.0,616.0,31.0,PG,Tamil Nadu
3314,TELANGANA,Private,2018.0,Paediatrics,39.0,532.0,32.0,PG,Telangana
3315,TRIPURA,Private,2018.0,Paediatrics,0.0,291.0,33.0,PG,Tripura
3316,UTTAR PRADESH,Private,2018.0,Paediatrics,37.0,146.0,34.0,PG,Uttar Pradesh
3317,UTTARAKHAND,Private,2018.0,Paediatrics,9.0,64.0,35.0,PG,Uttarakhand
3318,WEST BENGAL,Private,2018.0,Paediatrics,9.0,339.0,36.0,PG,West Bengal
3319,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Paediatrics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3320,ANDHRA PRADESH,Public,2018.0,Paediatrics,43.0,553.0,2.0,PG,Andhra Pradesh
3321,ASSAM,Public,2018.0,Paediatrics,22.0,324.0,4.0,PG,Assam
3322,BIHAR,Public,2018.0,Paediatrics,32.0,209.0,5.0,PG,Bihar
3323,CHANDIGARH,Public,2018.0,Paediatrics,52.0,55.0,6.0,PG,Chandigarh
3324,CHHATTISGARH,Public,2018.0,Paediatrics,4.0,414.0,7.0,PG,Chhattisgarh
3325,NCT OF DELHI,Public,2018.0,Paediatrics,147.0,95.0,10.0,PG,NCT of Delhi
3326,GOA,Public,2018.0,Paediatrics,3.0,585.0,11.0,PG,Goa
3327,GUJARAT,Public,2018.0,Paediatrics,78.0,474.0,12.0,PG,Gujarat
3328,HARYANA,Public,2018.0,Paediatrics,16.0,70.0,13.0,PG,Haryana
3329,HIMACHAL PRADESH,Public,2018.0,Paediatrics,12.0,30.0,14.0,PG,Himachal Pradesh
3330,JAMMU & KASHMIR,Public,2018.0,Paediatrics,23.0,14.0,15.0,PG,Jammu & Kashmir
3331,JHARKHAND,Public,2018.0,Paediatrics,6.0,355.0,16.0,PG,Jharkhand
3332,KARNATAKA,Public,2018.0,Paediatrics,79.0,556.0,17.0,PG,Karnataka
3333,KERALA,Public,2018.0,Paediatrics,65.0,598.0,18.0,PG,Kerala
3334,MADHYA PRADESH,Public,2018.0,Paediatrics,29.0,465.0,20.0,PG,Madhya Pradesh
3335,MAHARASHTRA,Public,2018.0,Paediatrics,143.0,522.0,21.0,PG,Maharashtra
3336,MANIPUR,Public,2018.0,Paediatrics,5.0,275.0,22.0,PG,Manipur
3337,MEGHALAYA,Public,2018.0,Paediatrics,0.0,294.0,23.0,PG,Meghalaya
3338,ODISHA,Public,2018.0,Paediatrics,44.0,384.0,26.0,PG,Odisha
3339,PUDUCHERRY,Public,2018.0,Paediatrics,25.0,636.0,27.0,PG,Puducherry
3340,PUNJAB,Public,2018.0,Paediatrics,17.0,49.0,28.0,PG,Punjab
3341,RAJASTHAN,Public,2018.0,Paediatrics,91.0,119.0,29.0,PG,Rajasthan
3342,TAMIL NADU,Public,2018.0,Paediatrics,111.0,616.0,31.0,PG,Tamil Nadu
3343,TELANGANA,Public,2018.0,Paediatrics,51.0,532.0,32.0,PG,Telangana
3344,TRIPURA,Public,2018.0,Paediatrics,1.0,291.0,33.0,PG,Tripura
3345,UTTAR PRADESH,Public,2018.0,Paediatrics,67.0,146.0,34.0,PG,Uttar Pradesh
3346,UTTARAKHAND,Public,2018.0,Paediatrics,6.0,64.0,35.0,PG,Uttarakhand
3347,WEST BENGAL,Public,2018.0,Paediatrics,89.0,339.0,36.0,PG,West Bengal
3348,ASSAM,Both,2001.0,Paediatrics,12.0,324.0,4.0,PG,Assam
3349,BIHAR,Both,2001.0,Paediatrics,17.0,209.0,5.0,PG,Bihar
3350,CHANDIGARH,Both,2001.0,Paediatrics,0.0,55.0,6.0,PG,Chandigarh
3351,CHHATTISGARH,Both,2001.0,Paediatrics,4.0,414.0,7.0,PG,Chhattisgarh
3352,GOA,Both,2001.0,Paediatrics,2.0,585.0,11.0,PG,Goa
3353,GUJARAT,Both,2001.0,Paediatrics,1.0,474.0,12.0,PG,Gujarat
3354,HARYANA,Both,2001.0,Paediatrics,5.0,70.0,13.0,PG,Haryana
3355,HIMACHAL PRADESH,Both,2001.0,Paediatrics,2.0,30.0,14.0,PG,Himachal Pradesh
3356,JAMMU & KASHMIR,Both,2001.0,Paediatrics,9.0,14.0,15.0,PG,Jammu & Kashmir
3357,JHARKHAND,Both,2001.0,Paediatrics,4.0,355.0,16.0,PG,Jharkhand
3358,KARNATAKA,Both,2001.0,Paediatrics,60.0,556.0,17.0,PG,Karnataka
3359,KERALA,Both,2001.0,Paediatrics,6.0,598.0,18.0,PG,Kerala
3360,MADHYA PRADESH,Both,2001.0,Paediatrics,32.0,465.0,20.0,PG,Madhya Pradesh
3361,MAHARASHTRA,Both,2001.0,Paediatrics,72.0,522.0,21.0,PG,Maharashtra
3362,MANIPUR,Both,2001.0,Paediatrics,0.0,275.0,22.0,PG,Manipur
3363,MEGHALAYA,Both,2001.0,Paediatrics,0.0,294.0,23.0,PG,Meghalaya
3364,NCT OF DELHI,Both,2001.0,Paediatrics,69.0,95.0,10.0,PG,NCT of Delhi
3365,ODISHA,Both,2001.0,Paediatrics,0.0,384.0,26.0,PG,Odisha
3366,PUDUCHERRY,Both,2001.0,Paediatrics,17.0,636.0,27.0,PG,Puducherry
3367,PUNJAB,Both,2001.0,Paediatrics,17.0,49.0,28.0,PG,Punjab
3368,RAJASTHAN,Both,2001.0,Paediatrics,47.0,119.0,29.0,PG,Rajasthan
3369,SIKKIM,Both,2001.0,Paediatrics,0.0,244.0,30.0,PG,Sikkim
3370,TAMIL NADU,Both,2001.0,Paediatrics,50.0,616.0,31.0,PG,Tamil Nadu
3371,UTTAR PRADESH,Both,2001.0,Paediatrics,33.0,146.0,34.0,PG,Uttar Pradesh
3372,UTTARAKHAND,Both,2001.0,Paediatrics,2.0,64.0,35.0,PG,Uttarakhand
3373,WEST BENGAL,Both,2001.0,Paediatrics,22.0,339.0,36.0,PG,West Bengal
3374,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Paediatrics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3375,ANDHRA PRADESH,Both,2018.0,Paediatrics,95.0,553.0,2.0,PG,Andhra Pradesh
3376,ASSAM,Both,2018.0,Paediatrics,22.0,324.0,4.0,PG,Assam
3377,BIHAR,Both,2018.0,Paediatrics,42.0,209.0,5.0,PG,Bihar
3378,CHANDIGARH,Both,2018.0,Paediatrics,52.0,55.0,6.0,PG,Chandigarh
3379,CHHATTISGARH,Both,2018.0,Paediatrics,4.0,414.0,7.0,PG,Chhattisgarh
3380,GOA,Both,2018.0,Paediatrics,3.0,585.0,11.0,PG,Goa
3381,GUJARAT,Both,2018.0,Paediatrics,104.0,474.0,12.0,PG,Gujarat
3382,HARYANA,Both,2018.0,Paediatrics,27.0,70.0,13.0,PG,Haryana
3383,HIMACHAL PRADESH,Both,2018.0,Paediatrics,12.0,30.0,14.0,PG,Himachal Pradesh
3384,JAMMU & KASHMIR,Both,2018.0,Paediatrics,23.0,14.0,15.0,PG,Jammu & Kashmir
3385,JHARKHAND,Both,2018.0,Paediatrics,6.0,355.0,16.0,PG,Jharkhand
3386,KARNATAKA,Both,2018.0,Paediatrics,227.0,556.0,17.0,PG,Karnataka
3387,KERALA,Both,2018.0,Paediatrics,87.0,598.0,18.0,PG,Kerala
3388,MADHYA PRADESH,Both,2018.0,Paediatrics,46.0,465.0,20.0,PG,Madhya Pradesh
3389,MAHARASHTRA,Both,2018.0,Paediatrics,233.0,522.0,21.0,PG,Maharashtra
3390,MANIPUR,Both,2018.0,Paediatrics,5.0,275.0,22.0,PG,Manipur
3391,MEGHALAYA,Both,2018.0,Paediatrics,0.0,294.0,23.0,PG,Meghalaya
3392,NCT OF DELHI,Both,2018.0,Paediatrics,147.0,95.0,10.0,PG,NCT of Delhi
3393,ODISHA,Both,2018.0,Paediatrics,65.0,384.0,26.0,PG,Odisha
3394,PUDUCHERRY,Both,2018.0,Paediatrics,49.0,636.0,27.0,PG,Puducherry
3395,PUNJAB,Both,2018.0,Paediatrics,31.0,49.0,28.0,PG,Punjab
3396,RAJASTHAN,Both,2018.0,Paediatrics,109.0,119.0,29.0,PG,Rajasthan
3397,SIKKIM,Both,2018.0,Paediatrics,2.0,244.0,30.0,PG,Sikkim
3398,TAMIL NADU,Both,2018.0,Paediatrics,169.0,616.0,31.0,PG,Tamil Nadu
3399,TELANGANA,Both,2018.0,Paediatrics,90.0,532.0,32.0,PG,Telangana
3400,TRIPURA,Both,2018.0,Paediatrics,1.0,291.0,33.0,PG,Tripura
3401,UTTAR PRADESH,Both,2018.0,Paediatrics,104.0,146.0,34.0,PG,Uttar Pradesh
3402,UTTARAKHAND,Both,2018.0,Paediatrics,15.0,64.0,35.0,PG,Uttarakhand
3403,WEST BENGAL,Both,2018.0,Paediatrics,98.0,339.0,36.0,PG,West Bengal
3404,ANDHRA PRADESH,Private,2001.0,Paediatrics,0.0,553.0,2.0,PG,Andhra Pradesh
3405,TELANGANA,Private,2001.0,Paediatrics,0.0,,,PG,Telangana
3406,ANDHRA PRADESH,Public,2001.0,Paediatrics,33.0,553.0,2.0,PG,Andhra Pradesh
3407,TELANGANA,Public,2001.0,Paediatrics,33.0,,,PG,Telangana
3408,ANDHRA PRADESH,Both,2001.0,Paediatrics,33.0,553.0,2.0,PG,Andhra Pradesh
3409,TELANGANA,Both,2001.0,Paediatrics,33.0,,,PG,Telangana
3410,GUJARAT,Private,2001.0,Urology,0.0,474.0,12.0,PG,Gujarat
3411,HARYANA,Private,2001.0,Urology,0.0,70.0,13.0,PG,Haryana
3412,JAMMU & KASHMIR,Private,2001.0,Urology,0.0,14.0,15.0,PG,Jammu & Kashmir
3413,KARNATAKA,Private,2001.0,Urology,1.0,556.0,17.0,PG,Karnataka
3414,KERALA,Private,2001.0,Urology,0.0,598.0,18.0,PG,Kerala
3415,MADHYA PRADESH,Private,2001.0,Urology,0.0,465.0,20.0,PG,Madhya Pradesh
