"","X","State","Management","Year","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new"
"3326",3326,"NCT OF DELHI","Public",2018,"Paediatrics",147,95,10,"PG","NCT of Delhi"
"3327",3327,"GOA","Public",2018,"Paediatrics",3,585,11,"PG","Goa"
"3328",3328,"GUJARAT","Public",2018,"Paediatrics",78,474,12,"PG","Gujarat"
"3329",3329,"HARYANA","Public",2018,"Paediatrics",16,70,13,"PG","Haryana"
"3330",3330,"HIMACHAL PRADESH","Public",2018,"Paediatrics",12,30,14,"PG","Himachal Pradesh"
"3331",3331,"JAMMU & KASHMIR","Public",2018,"Paediatrics",23,14,15,"PG","Jammu & Kashmir"
"3332",3332,"JHARKHAND","Public",2018,"Paediatrics",6,355,16,"PG","Jharkhand"
"3333",3333,"KARNATAKA","Public",2018,"Paediatrics",79,556,17,"PG","Karnataka"
"3334",3334,"KERALA","Public",2018,"Paediatrics",65,598,18,"PG","Kerala"
"3335",3335,"MADHYA PRADESH","Public",2018,"Paediatrics",29,465,20,"PG","Madhya Pradesh"
"3336",3336,"MAHARASHTRA","Public",2018,"Paediatrics",143,522,21,"PG","Maharashtra"
"3337",3337,"MANIPUR","Public",2018,"Paediatrics",5,275,22,"PG","Manipur"
"3338",3338,"MEGHALAYA","Public",2018,"Paediatrics",0,294,23,"PG","Meghalaya"
"3339",3339,"ODISHA","Public",2018,"Paediatrics",44,384,26,"PG","Odisha"
"3340",3340,"PUDUCHERRY","Public",2018,"Paediatrics",25,636,27,"PG","Puducherry"
"3341",3341,"PUNJAB","Public",2018,"Paediatrics",17,49,28,"PG","Punjab"
"3342",3342,"RAJASTHAN","Public",2018,"Paediatrics",91,119,29,"PG","Rajasthan"
"3343",3343,"TAMIL NADU","Public",2018,"Paediatrics",111,616,31,"PG","Tamil Nadu"
"3344",3344,"TELANGANA","Public",2018,"Paediatrics",51,532,32,"PG","Telangana"
"3345",3345,"TRIPURA","Public",2018,"Paediatrics",1,291,33,"PG","Tripura"
"3346",3346,"UTTAR PRADESH","Public",2018,"Paediatrics",67,146,34,"PG","Uttar Pradesh"
"3347",3347,"UTTARAKHAND","Public",2018,"Paediatrics",6,64,35,"PG","Uttarakhand"
"3348",3348,"WEST BENGAL","Public",2018,"Paediatrics",89,339,36,"PG","West Bengal"
"3349",3349,"ASSAM","Both",2001,"Paediatrics",12,324,4,"PG","Assam"
"3350",3350,"BIHAR","Both",2001,"Paediatrics",17,209,5,"PG","Bihar"
"3351",3351,"CHANDIGARH","Both",2001,"Paediatrics",0,55,6,"PG","Chandigarh"
"3352",3352,"CHHATTISGARH","Both",2001,"Paediatrics",4,414,7,"PG","Chhattisgarh"
"3353",3353,"GOA","Both",2001,"Paediatrics",2,585,11,"PG","Goa"
"3354",3354,"GUJARAT","Both",2001,"Paediatrics",1,474,12,"PG","Gujarat"
"3355",3355,"HARYANA","Both",2001,"Paediatrics",5,70,13,"PG","Haryana"
"3356",3356,"HIMACHAL PRADESH","Both",2001,"Paediatrics",2,30,14,"PG","Himachal Pradesh"
"3357",3357,"JAMMU & KASHMIR","Both",2001,"Paediatrics",9,14,15,"PG","Jammu & Kashmir"
"3358",3358,"JHARKHAND","Both",2001,"Paediatrics",4,355,16,"PG","Jharkhand"
"3359",3359,"KARNATAKA","Both",2001,"Paediatrics",60,556,17,"PG","Karnataka"
"3360",3360,"KERALA","Both",2001,"Paediatrics",6,598,18,"PG","Kerala"
"3361",3361,"MADHYA PRADESH","Both",2001,"Paediatrics",32,465,20,"PG","Madhya Pradesh"
"3362",3362,"MAHARASHTRA","Both",2001,"Paediatrics",72,522,21,"PG","Maharashtra"
"3363",3363,"MANIPUR","Both",2001,"Paediatrics",0,275,22,"PG","Manipur"
"3364",3364,"MEGHALAYA","Both",2001,"Paediatrics",0,294,23,"PG","Meghalaya"
"3365",3365,"NCT OF DELHI","Both",2001,"Paediatrics",69,95,10,"PG","NCT of Delhi"
"3366",3366,"ODISHA","Both",2001,"Paediatrics",0,384,26,"PG","Odisha"
"3367",3367,"PUDUCHERRY","Both",2001,"Paediatrics",17,636,27,"PG","Puducherry"
"3368",3368,"PUNJAB","Both",2001,"Paediatrics",17,49,28,"PG","Punjab"
"3369",3369,"RAJASTHAN","Both",2001,"Paediatrics",47,119,29,"PG","Rajasthan"
"3370",3370,"SIKKIM","Both",2001,"Paediatrics",0,244,30,"PG","Sikkim"
"3371",3371,"TAMIL NADU","Both",2001,"Paediatrics",50,616,31,"PG","Tamil Nadu"
"3372",3372,"UTTAR PRADESH","Both",2001,"Paediatrics",33,146,34,"PG","Uttar Pradesh"
"3373",3373,"UTTARAKHAND","Both",2001,"Paediatrics",2,64,35,"PG","Uttarakhand"
"3374",3374,"WEST BENGAL","Both",2001,"Paediatrics",22,339,36,"PG","West Bengal"
"3375",3375,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Paediatrics",0,638,1,"PG","Andaman & Nicobar Island"
"3376",3376,"ANDHRA PRADESH","Both",2018,"Paediatrics",95,553,2,"PG","Andhra Pradesh"
"3377",3377,"ASSAM","Both",2018,"Paediatrics",22,324,4,"PG","Assam"
"3378",3378,"BIHAR","Both",2018,"Paediatrics",42,209,5,"PG","Bihar"
"3379",3379,"CHANDIGARH","Both",2018,"Paediatrics",52,55,6,"PG","Chandigarh"
"3380",3380,"CHHATTISGARH","Both",2018,"Paediatrics",4,414,7,"PG","Chhattisgarh"
"3381",3381,"GOA","Both",2018,"Paediatrics",3,585,11,"PG","Goa"
"3382",3382,"GUJARAT","Both",2018,"Paediatrics",104,474,12,"PG","Gujarat"
"3383",3383,"HARYANA","Both",2018,"Paediatrics",27,70,13,"PG","Haryana"
"3384",3384,"HIMACHAL PRADESH","Both",2018,"Paediatrics",12,30,14,"PG","Himachal Pradesh"
"3385",3385,"JAMMU & KASHMIR","Both",2018,"Paediatrics",23,14,15,"PG","Jammu & Kashmir"
"3386",3386,"JHARKHAND","Both",2018,"Paediatrics",6,355,16,"PG","Jharkhand"
"3387",3387,"KARNATAKA","Both",2018,"Paediatrics",227,556,17,"PG","Karnataka"
"3388",3388,"KERALA","Both",2018,"Paediatrics",87,598,18,"PG","Kerala"
"3389",3389,"MADHYA PRADESH","Both",2018,"Paediatrics",46,465,20,"PG","Madhya Pradesh"
"3390",3390,"MAHARASHTRA","Both",2018,"Paediatrics",233,522,21,"PG","Maharashtra"
"3391",3391,"MANIPUR","Both",2018,"Paediatrics",5,275,22,"PG","Manipur"
"3392",3392,"MEGHALAYA","Both",2018,"Paediatrics",0,294,23,"PG","Meghalaya"
"3393",3393,"NCT OF DELHI","Both",2018,"Paediatrics",147,95,10,"PG","NCT of Delhi"
"3394",3394,"ODISHA","Both",2018,"Paediatrics",65,384,26,"PG","Odisha"
"3395",3395,"PUDUCHERRY","Both",2018,"Paediatrics",49,636,27,"PG","Puducherry"
"3396",3396,"PUNJAB","Both",2018,"Paediatrics",31,49,28,"PG","Punjab"
"3397",3397,"RAJASTHAN","Both",2018,"Paediatrics",109,119,29,"PG","Rajasthan"
"3398",3398,"SIKKIM","Both",2018,"Paediatrics",2,244,30,"PG","Sikkim"
"3399",3399,"TAMIL NADU","Both",2018,"Paediatrics",169,616,31,"PG","Tamil Nadu"
"3400",3400,"TELANGANA","Both",2018,"Paediatrics",90,532,32,"PG","Telangana"
"3401",3401,"TRIPURA","Both",2018,"Paediatrics",1,291,33,"PG","Tripura"
"3402",3402,"UTTAR PRADESH","Both",2018,"Paediatrics",104,146,34,"PG","Uttar Pradesh"
"3403",3403,"UTTARAKHAND","Both",2018,"Paediatrics",15,64,35,"PG","Uttarakhand"
"3404",3404,"WEST BENGAL","Both",2018,"Paediatrics",98,339,36,"PG","West Bengal"
"3405",3405,"ANDHRA PRADESH","Private",2001,"Paediatrics",0,553,2,"PG","Andhra Pradesh"
"3406",3406,"TELANGANA","Private",2001,"Paediatrics",0,NA,NA,"PG","Telangana"
"3407",3407,"ANDHRA PRADESH","Public",2001,"Paediatrics",33,553,2,"PG","Andhra Pradesh"
"3408",3408,"TELANGANA","Public",2001,"Paediatrics",33,NA,NA,"PG","Telangana"
"3409",3409,"ANDHRA PRADESH","Both",2001,"Paediatrics",33,553,2,"PG","Andhra Pradesh"
"3410",3410,"TELANGANA","Both",2001,"Paediatrics",33,NA,NA,"PG","Telangana"
"3411",3411,"GUJARAT","Private",2001,"Urology",0,474,12,"PG","Gujarat"
"3412",3412,"HARYANA","Private",2001,"Urology",0,70,13,"PG","Haryana"
"3413",3413,"JAMMU & KASHMIR","Private",2001,"Urology",0,14,15,"PG","Jammu & Kashmir"
"3414",3414,"KARNATAKA","Private",2001,"Urology",1,556,17,"PG","Karnataka"
"3415",3415,"KERALA","Private",2001,"Urology",0,598,18,"PG","Kerala"
"3416",3416,"MADHYA PRADESH","Private",2001,"Urology",0,465,20,"PG","Madhya Pradesh"
"3417",3417,"MAHARASHTRA","Private",2001,"Urology",0,522,21,"PG","Maharashtra"
"3418",3418,"ODISHA","Private",2001,"Urology",0,384,26,"PG","Odisha"
"3419",3419,"PUDUCHERRY","Private",2001,"Urology",0,636,27,"PG","Puducherry"
"3420",3420,"PUNJAB","Private",2001,"Urology",0,49,28,"PG","Punjab"
"3421",3421,"RAJASTHAN","Private",2001,"Urology",0,119,29,"PG","Rajasthan"
"3422",3422,"SIKKIM","Private",2001,"Urology",0,244,30,"PG","Sikkim"
"3423",3423,"TAMIL NADU","Private",2001,"Urology",3,616,31,"PG","Tamil Nadu"
"3424",3424,"UTTAR PRADESH","Private",2001,"Urology",0,146,34,"PG","Uttar Pradesh"
"3425",3425,"UTTARAKHAND","Private",2001,"Urology",0,64,35,"PG","Uttarakhand"
"3426",3426,"WEST BENGAL","Private",2001,"Urology",0,339,36,"PG","West Bengal"
"3427",3427,"ASSAM","Public",2001,"Urology",0,324,4,"PG","Assam"
"3428",3428,"BIHAR","Public",2001,"Urology",0,209,5,"PG","Bihar"
"3429",3429,"CHANDIGARH","Public",2001,"Urology",0,55,6,"PG","Chandigarh"
"3430",3430,"CHHATTISGARH","Public",2001,"Urology",0,414,7,"PG","Chhattisgarh"
"3431",3431,"NCT OF DELHI","Public",2001,"Urology",11,95,10,"PG","NCT of Delhi"
"3432",3432,"GOA","Public",2001,"Urology",0,585,11,"PG","Goa"
"3433",3433,"GUJARAT","Public",2001,"Urology",4,474,12,"PG","Gujarat"
"3434",3434,"HARYANA","Public",2001,"Urology",0,70,13,"PG","Haryana"
"3435",3435,"HIMACHAL PRADESH","Public",2001,"Urology",0,30,14,"PG","Himachal Pradesh"
"3436",3436,"JAMMU & KASHMIR","Public",2001,"Urology",0,14,15,"PG","Jammu & Kashmir"
"3437",3437,"JHARKHAND","Public",2001,"Urology",0,355,16,"PG","Jharkhand"
"3438",3438,"KARNATAKA","Public",2001,"Urology",2,556,17,"PG","Karnataka"
"3439",3439,"KERALA","Public",2001,"Urology",7,598,18,"PG","Kerala"
"3440",3440,"MADHYA PRADESH","Public",2001,"Urology",0,465,20,"PG","Madhya Pradesh"
"3441",3441,"MAHARASHTRA","Public",2001,"Urology",9,522,21,"PG","Maharashtra"
"3442",3442,"MANIPUR","Public",2001,"Urology",0,275,22,"PG","Manipur"
"3443",3443,"MEGHALAYA","Public",2001,"Urology",0,294,23,"PG","Meghalaya"
"3444",3444,"ODISHA","Public",2001,"Urology",0,384,26,"PG","Odisha"
"3445",3445,"PUDUCHERRY","Public",2001,"Urology",0,636,27,"PG","Puducherry"
"3446",3446,"PUNJAB","Public",2001,"Urology",0,49,28,"PG","Punjab"
"3447",3447,"RAJASTHAN","Public",2001,"Urology",8,119,29,"PG","Rajasthan"
"3448",3448,"TAMIL NADU","Public",2001,"Urology",19,616,31,"PG","Tamil Nadu"
"3449",3449,"UTTAR PRADESH","Public",2001,"Urology",8,146,34,"PG","Uttar Pradesh"
"3450",3450,"UTTARAKHAND","Public",2001,"Urology",0,64,35,"PG","Uttarakhand"
"3451",3451,"WEST BENGAL","Public",2001,"Urology",6,339,36,"PG","West Bengal"
"3452",3452,"ANDHRA PRADESH","Private",2018,"Urology",4,553,2,"PG","Andhra Pradesh"
"3453",3453,"BIHAR","Private",2018,"Urology",0,209,5,"PG","Bihar"
"3454",3454,"CHHATTISGARH","Private",2018,"Urology",0,414,7,"PG","Chhattisgarh"
"3455",3455,"NCT OF DELHI","Private",2018,"Urology",0,95,10,"PG","NCT of Delhi"
"3456",3456,"GUJARAT","Private",2018,"Urology",0,474,12,"PG","Gujarat"
"3457",3457,"HARYANA","Private",2018,"Urology",2,70,13,"PG","Haryana"
"3458",3458,"HIMACHAL PRADESH","Private",2018,"Urology",0,30,14,"PG","Himachal Pradesh"
"3459",3459,"JAMMU & KASHMIR","Private",2018,"Urology",0,14,15,"PG","Jammu & Kashmir"
"3460",3460,"KARNATAKA","Private",2018,"Urology",20,556,17,"PG","Karnataka"
"3461",3461,"KERALA","Private",2018,"Urology",3,598,18,"PG","Kerala"
"3462",3462,"MADHYA PRADESH","Private",2018,"Urology",1,465,20,"PG","Madhya Pradesh"
"3463",3463,"MAHARASHTRA","Private",2018,"Urology",8,522,21,"PG","Maharashtra"
"3464",3464,"ODISHA","Private",2018,"Urology",0,384,26,"PG","Odisha"
"3465",3465,"PUDUCHERRY","Private",2018,"Urology",2,636,27,"PG","Puducherry"
"3466",3466,"PUNJAB","Private",2018,"Urology",1,49,28,"PG","Punjab"
"3467",3467,"RAJASTHAN","Private",2018,"Urology",2,119,29,"PG","Rajasthan"
"3468",3468,"SIKKIM","Private",2018,"Urology",0,244,30,"PG","Sikkim"
"3469",3469,"TAMIL NADU","Private",2018,"Urology",11,616,31,"PG","Tamil Nadu"
"3470",3470,"TELANGANA","Private",2018,"Urology",5,532,32,"PG","Telangana"
"3471",3471,"TRIPURA","Private",2018,"Urology",0,291,33,"PG","Tripura"
"3472",3472,"UTTAR PRADESH","Private",2018,"Urology",0,146,34,"PG","Uttar Pradesh"
"3473",3473,"UTTARAKHAND","Private",2018,"Urology",0,64,35,"PG","Uttarakhand"
"3474",3474,"WEST BENGAL","Private",2018,"Urology",0,339,36,"PG","West Bengal"
"3475",3475,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Urology",0,638,1,"PG","Andaman & Nicobar Island"
"3476",3476,"ANDHRA PRADESH","Public",2018,"Urology",9,553,2,"PG","Andhra Pradesh"
"3477",3477,"ASSAM","Public",2018,"Urology",2,324,4,"PG","Assam"
"3478",3478,"BIHAR","Public",2018,"Urology",2,209,5,"PG","Bihar"
"3479",3479,"CHANDIGARH","Public",2018,"Urology",10,55,6,"PG","Chandigarh"
"3480",3480,"CHHATTISGARH","Public",2018,"Urology",0,414,7,"PG","Chhattisgarh"
"3481",3481,"NCT OF DELHI","Public",2018,"Urology",19,95,10,"PG","NCT of Delhi"
"3482",3482,"GOA","Public",2018,"Urology",0,585,11,"PG","Goa"
"3483",3483,"GUJARAT","Public",2018,"Urology",4,474,12,"PG","Gujarat"
"3484",3484,"HARYANA","Public",2018,"Urology",1,70,13,"PG","Haryana"
"3485",3485,"HIMACHAL PRADESH","Public",2018,"Urology",0,30,14,"PG","Himachal Pradesh"
"3486",3486,"JAMMU & KASHMIR","Public",2018,"Urology",1,14,15,"PG","Jammu & Kashmir"
"3487",3487,"JHARKHAND","Public",2018,"Urology",0,355,16,"PG","Jharkhand"
"3488",3488,"KARNATAKA","Public",2018,"Urology",12,556,17,"PG","Karnataka"
"3489",3489,"KERALA","Public",2018,"Urology",15,598,18,"PG","Kerala"
"3490",3490,"MADHYA PRADESH","Public",2018,"Urology",0,465,20,"PG","Madhya Pradesh"
"3491",3491,"MAHARASHTRA","Public",2018,"Urology",14,522,21,"PG","Maharashtra"
"3492",3492,"MANIPUR","Public",2018,"Urology",2,275,22,"PG","Manipur"
"3493",3493,"MEGHALAYA","Public",2018,"Urology",0,294,23,"PG","Meghalaya"
"3494",3494,"ODISHA","Public",2018,"Urology",5,384,26,"PG","Odisha"
"3495",3495,"PUDUCHERRY","Public",2018,"Urology",5,636,27,"PG","Puducherry"
"3496",3496,"PUNJAB","Public",2018,"Urology",0,49,28,"PG","Punjab"
"3497",3497,"RAJASTHAN","Public",2018,"Urology",12,119,29,"PG","Rajasthan"
"3498",3498,"TAMIL NADU","Public",2018,"Urology",19,616,31,"PG","Tamil Nadu"
"3499",3499,"TELANGANA","Public",2018,"Urology",10,532,32,"PG","Telangana"
"3500",3500,"TRIPURA","Public",2018,"Urology",0,291,33,"PG","Tripura"
"3501",3501,"UTTAR PRADESH","Public",2018,"Urology",12,146,34,"PG","Uttar Pradesh"
"3502",3502,"UTTARAKHAND","Public",2018,"Urology",0,64,35,"PG","Uttarakhand"
"3503",3503,"WEST BENGAL","Public",2018,"Urology",12,339,36,"PG","West Bengal"
"3504",3504,"ASSAM","Both",2001,"Urology",0,324,4,"PG","Assam"
"3505",3505,"BIHAR","Both",2001,"Urology",0,209,5,"PG","Bihar"
"3506",3506,"CHANDIGARH","Both",2001,"Urology",0,55,6,"PG","Chandigarh"
"3507",3507,"CHHATTISGARH","Both",2001,"Urology",0,414,7,"PG","Chhattisgarh"
"3508",3508,"GOA","Both",2001,"Urology",0,585,11,"PG","Goa"
"3509",3509,"GUJARAT","Both",2001,"Urology",4,474,12,"PG","Gujarat"
"3510",3510,"HARYANA","Both",2001,"Urology",0,70,13,"PG","Haryana"
"3511",3511,"HIMACHAL PRADESH","Both",2001,"Urology",0,30,14,"PG","Himachal Pradesh"
"3512",3512,"JAMMU & KASHMIR","Both",2001,"Urology",0,14,15,"PG","Jammu & Kashmir"
"3513",3513,"JHARKHAND","Both",2001,"Urology",0,355,16,"PG","Jharkhand"
"3514",3514,"KARNATAKA","Both",2001,"Urology",3,556,17,"PG","Karnataka"
"3515",3515,"KERALA","Both",2001,"Urology",7,598,18,"PG","Kerala"
"3516",3516,"MADHYA PRADESH","Both",2001,"Urology",0,465,20,"PG","Madhya Pradesh"
"3517",3517,"MAHARASHTRA","Both",2001,"Urology",9,522,21,"PG","Maharashtra"
"3518",3518,"MANIPUR","Both",2001,"Urology",0,275,22,"PG","Manipur"
"3519",3519,"MEGHALAYA","Both",2001,"Urology",0,294,23,"PG","Meghalaya"
"3520",3520,"NCT OF DELHI","Both",2001,"Urology",11,95,10,"PG","NCT of Delhi"
"3521",3521,"ODISHA","Both",2001,"Urology",0,384,26,"PG","Odisha"
"3522",3522,"PUDUCHERRY","Both",2001,"Urology",0,636,27,"PG","Puducherry"
"3523",3523,"PUNJAB","Both",2001,"Urology",0,49,28,"PG","Punjab"
"3524",3524,"RAJASTHAN","Both",2001,"Urology",8,119,29,"PG","Rajasthan"
"3525",3525,"SIKKIM","Both",2001,"Urology",0,244,30,"PG","Sikkim"
"3526",3526,"TAMIL NADU","Both",2001,"Urology",22,616,31,"PG","Tamil Nadu"
"3527",3527,"UTTAR PRADESH","Both",2001,"Urology",8,146,34,"PG","Uttar Pradesh"
"3528",3528,"UTTARAKHAND","Both",2001,"Urology",0,64,35,"PG","Uttarakhand"
"3529",3529,"WEST BENGAL","Both",2001,"Urology",6,339,36,"PG","West Bengal"
"3530",3530,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Urology",0,638,1,"PG","Andaman & Nicobar Island"
"3531",3531,"ANDHRA PRADESH","Both",2018,"Urology",13,553,2,"PG","Andhra Pradesh"
"3532",3532,"ASSAM","Both",2018,"Urology",2,324,4,"PG","Assam"
"3533",3533,"BIHAR","Both",2018,"Urology",2,209,5,"PG","Bihar"
"3534",3534,"CHANDIGARH","Both",2018,"Urology",10,55,6,"PG","Chandigarh"
"3535",3535,"CHHATTISGARH","Both",2018,"Urology",0,414,7,"PG","Chhattisgarh"
"3536",3536,"GOA","Both",2018,"Urology",0,585,11,"PG","Goa"
"3537",3537,"GUJARAT","Both",2018,"Urology",4,474,12,"PG","Gujarat"
"3538",3538,"HARYANA","Both",2018,"Urology",3,70,13,"PG","Haryana"
"3539",3539,"HIMACHAL PRADESH","Both",2018,"Urology",0,30,14,"PG","Himachal Pradesh"
"3540",3540,"JAMMU & KASHMIR","Both",2018,"Urology",1,14,15,"PG","Jammu & Kashmir"
"3541",3541,"JHARKHAND","Both",2018,"Urology",0,355,16,"PG","Jharkhand"
"3542",3542,"KARNATAKA","Both",2018,"Urology",32,556,17,"PG","Karnataka"
"3543",3543,"KERALA","Both",2018,"Urology",18,598,18,"PG","Kerala"
"3544",3544,"MADHYA PRADESH","Both",2018,"Urology",1,465,20,"PG","Madhya Pradesh"
"3545",3545,"MAHARASHTRA","Both",2018,"Urology",22,522,21,"PG","Maharashtra"
"3546",3546,"MANIPUR","Both",2018,"Urology",2,275,22,"PG","Manipur"
"3547",3547,"MEGHALAYA","Both",2018,"Urology",0,294,23,"PG","Meghalaya"
"3548",3548,"NCT OF DELHI","Both",2018,"Urology",19,95,10,"PG","NCT of Delhi"
"3549",3549,"ODISHA","Both",2018,"Urology",5,384,26,"PG","Odisha"
"3550",3550,"PUDUCHERRY","Both",2018,"Urology",7,636,27,"PG","Puducherry"
"3551",3551,"PUNJAB","Both",2018,"Urology",1,49,28,"PG","Punjab"
"3552",3552,"RAJASTHAN","Both",2018,"Urology",14,119,29,"PG","Rajasthan"
"3553",3553,"SIKKIM","Both",2018,"Urology",0,244,30,"PG","Sikkim"
"3554",3554,"TAMIL NADU","Both",2018,"Urology",30,616,31,"PG","Tamil Nadu"
"3555",3555,"TELANGANA","Both",2018,"Urology",15,532,32,"PG","Telangana"
"3556",3556,"TRIPURA","Both",2018,"Urology",0,291,33,"PG","Tripura"
"3557",3557,"UTTAR PRADESH","Both",2018,"Urology",12,146,34,"PG","Uttar Pradesh"
"3558",3558,"UTTARAKHAND","Both",2018,"Urology",0,64,35,"PG","Uttarakhand"
"3559",3559,"WEST BENGAL","Both",2018,"Urology",12,339,36,"PG","West Bengal"
"3560",3560,"ANDHRA PRADESH","Private",2001,"Urology",0,553,2,"PG","Andhra Pradesh"
"3561",3561,"TELANGANA","Private",2001,"Urology",0,NA,NA,"PG","Telangana"
"3562",3562,"ANDHRA PRADESH","Public",2001,"Urology",8,553,2,"PG","Andhra Pradesh"
"3563",3563,"TELANGANA","Public",2001,"Urology",8,NA,NA,"PG","Telangana"
"3564",3564,"ANDHRA PRADESH","Both",2001,"Urology",8,553,2,"PG","Andhra Pradesh"
"3565",3565,"TELANGANA","Both",2001,"Urology",8,NA,NA,"PG","Telangana"
"3566",3566,"GUJARAT","Private",2001,"Nephrology",0,474,12,"PG","Gujarat"
"3567",3567,"HARYANA","Private",2001,"Nephrology",0,70,13,"PG","Haryana"
"3568",3568,"JAMMU & KASHMIR","Private",2001,"Nephrology",0,14,15,"PG","Jammu & Kashmir"
"3569",3569,"KARNATAKA","Private",2001,"Nephrology",0,556,17,"PG","Karnataka"
"3570",3570,"KERALA","Private",2001,"Nephrology",0,598,18,"PG","Kerala"
"3571",3571,"MADHYA PRADESH","Private",2001,"Nephrology",0,465,20,"PG","Madhya Pradesh"
"3572",3572,"MAHARASHTRA","Private",2001,"Nephrology",0,522,21,"PG","Maharashtra"
"3573",3573,"ODISHA","Private",2001,"Nephrology",0,384,26,"PG","Odisha"
"3574",3574,"PUDUCHERRY","Private",2001,"Nephrology",0,636,27,"PG","Puducherry"
"3575",3575,"PUNJAB","Private",2001,"Nephrology",0,49,28,"PG","Punjab"
"3576",3576,"RAJASTHAN","Private",2001,"Nephrology",0,119,29,"PG","Rajasthan"
"3577",3577,"SIKKIM","Private",2001,"Nephrology",0,244,30,"PG","Sikkim"
"3578",3578,"TAMIL NADU","Private",2001,"Nephrology",3,616,31,"PG","Tamil Nadu"
"3579",3579,"UTTAR PRADESH","Private",2001,"Nephrology",0,146,34,"PG","Uttar Pradesh"
"3580",3580,"UTTARAKHAND","Private",2001,"Nephrology",0,64,35,"PG","Uttarakhand"
"3581",3581,"WEST BENGAL","Private",2001,"Nephrology",0,339,36,"PG","West Bengal"
"3582",3582,"ASSAM","Public",2001,"Nephrology",0,324,4,"PG","Assam"
"3583",3583,"BIHAR","Public",2001,"Nephrology",0,209,5,"PG","Bihar"
"3584",3584,"CHANDIGARH","Public",2001,"Nephrology",0,55,6,"PG","Chandigarh"
"3585",3585,"CHHATTISGARH","Public",2001,"Nephrology",0,414,7,"PG","Chhattisgarh"
"3586",3586,"NCT OF DELHI","Public",2001,"Nephrology",19,95,10,"PG","NCT of Delhi"
"3587",3587,"GOA","Public",2001,"Nephrology",0,585,11,"PG","Goa"
"3588",3588,"GUJARAT","Public",2001,"Nephrology",4,474,12,"PG","Gujarat"
"3589",3589,"HARYANA","Public",2001,"Nephrology",0,70,13,"PG","Haryana"
"3590",3590,"HIMACHAL PRADESH","Public",2001,"Nephrology",0,30,14,"PG","Himachal Pradesh"
"3591",3591,"JAMMU & KASHMIR","Public",2001,"Nephrology",0,14,15,"PG","Jammu & Kashmir"
"3592",3592,"JHARKHAND","Public",2001,"Nephrology",0,355,16,"PG","Jharkhand"
"3593",3593,"KARNATAKA","Public",2001,"Nephrology",0,556,17,"PG","Karnataka"
"3594",3594,"KERALA","Public",2001,"Nephrology",4,598,18,"PG","Kerala"
"3595",3595,"MADHYA PRADESH","Public",2001,"Nephrology",0,465,20,"PG","Madhya Pradesh"
"3596",3596,"MAHARASHTRA","Public",2001,"Nephrology",3,522,21,"PG","Maharashtra"
"3597",3597,"MANIPUR","Public",2001,"Nephrology",0,275,22,"PG","Manipur"
"3598",3598,"MEGHALAYA","Public",2001,"Nephrology",0,294,23,"PG","Meghalaya"
"3599",3599,"ODISHA","Public",2001,"Nephrology",0,384,26,"PG","Odisha"
"3600",3600,"PUDUCHERRY","Public",2001,"Nephrology",0,636,27,"PG","Puducherry"
"3601",3601,"PUNJAB","Public",2001,"Nephrology",0,49,28,"PG","Punjab"
"3602",3602,"RAJASTHAN","Public",2001,"Nephrology",2,119,29,"PG","Rajasthan"
"3603",3603,"TAMIL NADU","Public",2001,"Nephrology",6,616,31,"PG","Tamil Nadu"
"3604",3604,"UTTAR PRADESH","Public",2001,"Nephrology",6,146,34,"PG","Uttar Pradesh"
"3605",3605,"UTTARAKHAND","Public",2001,"Nephrology",0,64,35,"PG","Uttarakhand"
"3606",3606,"WEST BENGAL","Public",2001,"Nephrology",0,339,36,"PG","West Bengal"
